cut,color,clarity,city,carat,depth,table,x,y,z,price
2,3,6,12,1.04,62.2,55.0,6.48,6.51,4.04,8637
2,3,5,11,1.21,61.9,55.0,6.9,6.84,4.25,7996
2,4,4,1,0.51,62.6,57.0,5.09,5.13,3.2,1438
2,3,5,8,0.7,62.7,54.0,5.66,5.7,3.56,2723
1,2,0,2,0.7,63.9,60.0,5.65,5.52,3.58,1040
1,1,2,3,1.01,63.1,60.0,6.34,6.37,4.01,4912
2,1,5,7,0.46,62.1,57.0,4.93,4.89,3.05,1251
4,5,5,11,0.7,61.8,59.0,5.67,5.73,3.52,2200
2,3,5,10,0.58,61.9,56.0,5.34,5.38,3.32,1636
2,3,4,6,1.35,62.7,57.0,7.02,7.07,4.42,10656
2,5,5,0,1.02,61.5,57.0,6.49,6.45,3.98,4662
2,3,7,3,0.38,60.7,57.0,4.7,4.73,2.86,873
2,3,7,7,0.56,61.6,55.0,5.32,5.35,3.28,2066
4,4,2,9,0.4,62.8,59.0,4.67,4.69,2.94,666
3,0,6,10,0.31,61.2,59.0,4.38,4.35,2.67,1075
2,3,2,4,0.58,61.4,55.8,5.34,5.38,3.29,1442
3,3,4,7,0.37,61.5,58.0,4.6,4.57,2.82,957
2,3,4,3,1.01,62.9,57.0,6.43,6.39,4.03,6176
0,3,3,10,2.6,64.6,57.0,8.6,8.55,5.54,17027
4,1,2,6,0.7,63.5,59.0,5.53,5.49,3.5,2838
2,0,3,7,1.09,62.1,56.0,6.59,6.56,4.08,5258
4,5,3,10,2.04,60.9,57.0,8.14,8.19,4.97,14527
3,4,2,3,1.04,61.6,58.0,6.53,6.48,4.01,5154
3,5,3,10,2.27,62.5,59.0,8.45,8.39,5.26,14937
4,6,2,2,0.71,63.5,58.0,5.63,5.67,3.59,1917
3,4,4,10,0.4,62.6,58.0,4.73,4.66,2.94,1035
1,6,4,4,1.51,63.5,60.0,7.23,7.29,4.61,7848
4,3,2,8,1.06,63.4,58.0,6.44,6.47,4.09,5163
2,2,5,4,0.51,62.8,57.0,5.1,5.06,3.19,1619
3,3,2,9,1.12,59.5,62.0,6.81,6.76,4.04,5181
1,1,5,8,0.55,59.8,61.0,5.29,5.32,3.17,1695
3,5,5,12,2.12,61.5,58.0,8.3,8.26,5.09,17254
4,1,3,9,0.62,63.4,56.0,5.4,5.45,3.44,1426
4,1,7,4,0.3,62.4,57.0,4.26,4.27,2.66,743
2,0,3,4,1.19,60.4,55.0,6.91,6.89,4.17,5504
2,3,5,11,0.7,61.6,56.0,5.7,5.73,3.52,3451
2,3,4,9,1.0,62.2,56.0,6.35,6.41,3.97,6349
3,2,5,0,0.57,60.4,60.0,5.36,5.31,3.22,1760
1,3,5,7,1.5,58.8,64.0,7.43,7.4,4.36,11508
3,4,3,12,1.74,59.9,59.0,7.88,7.8,4.7,10874
2,4,5,12,0.71,61.4,57.0,5.71,5.75,3.52,2522
4,3,5,11,1.18,62.7,54.7,6.74,6.77,4.23,8411
2,0,5,6,0.4,60.4,56.0,4.73,4.77,2.87,982
2,3,5,1,2.02,62.0,57.0,8.1,8.05,5.01,18700
2,5,2,3,2.3,62.2,60.0,8.43,8.39,5.23,17193
2,3,5,10,1.31,61.9,56.0,7.05,7.08,4.37,8922
2,4,7,2,0.31,61.2,56.0,4.34,4.37,2.66,596
3,4,6,1,1.0,62.3,60.0,6.36,6.28,3.94,6132
3,4,5,1,0.3,62.3,58.0,4.33,4.31,2.69,608
3,5,4,7,0.53,62.3,58.0,5.26,5.18,3.25,1383
1,2,7,9,1.01,63.6,60.0,6.36,6.31,4.03,7059
2,4,1,4,0.71,61.1,56.0,5.74,5.78,3.52,3290
3,1,3,5,1.01,60.6,58.0,6.47,6.53,3.94,4044
2,3,3,10,0.35,61.2,56.0,4.56,4.59,2.8,517
2,3,4,12,0.42,61.8,57.0,4.79,4.82,2.97,921
0,4,3,2,1.0,63.7,54.0,6.42,6.27,4.06,3164
1,3,6,3,1.0,63.8,60.0,6.31,6.35,4.04,7007
3,6,4,4,1.52,62.4,59.0,7.31,7.36,4.58,8110
3,4,3,10,1.02,60.9,58.0,6.53,6.41,3.94,4113
4,5,6,3,1.51,62.0,58.0,7.27,7.31,4.52,11512
3,1,3,9,2.12,58.3,59.0,8.48,8.41,4.92,18120
3,4,5,1,0.54,61.6,58.0,5.24,5.22,3.22,1389
2,2,6,12,0.31,62.1,56.0,4.38,4.35,2.71,959
4,5,5,10,0.72,61.6,59.0,5.71,5.75,3.53,2359
2,4,4,2,0.55,61.9,55.0,5.25,5.28,3.26,1588
3,3,4,10,1.17,62.4,56.0,6.81,6.75,4.23,7564
4,3,5,3,1.51,63.3,60.0,7.28,7.2,4.58,12872
2,1,5,9,0.51,61.7,53.0,5.18,5.2,3.2,1590
2,4,3,6,1.06,60.4,57.0,6.64,6.58,3.99,3799
3,5,6,2,0.7,61.2,59.0,5.65,5.69,3.47,2513
2,3,7,7,1.06,61.0,57.0,6.55,6.57,4.0,7900
3,4,2,12,0.4,62.7,58.0,4.65,4.69,2.93,666
3,0,6,4,0.33,61.8,58.0,4.4,4.43,2.73,1129
0,2,6,7,1.02,64.6,59.0,6.31,6.26,4.06,7960
4,1,6,0,0.7,61.9,58.0,5.6,5.67,3.49,4114
3,6,5,10,2.32,62.4,57.0,8.48,8.4,5.27,17053
2,5,3,9,1.54,61.4,55.0,7.52,7.43,4.59,5994
2,3,1,3,0.32,61.5,55.0,4.43,4.45,2.73,918
3,5,2,10,1.15,62.5,60.0,6.72,6.68,4.19,4939
3,4,1,1,0.3,60.4,60.0,4.3,4.34,2.61,789
2,0,5,2,1.5,62.0,57.0,7.34,7.37,4.56,15788
2,0,1,3,0.31,61.1,56.0,4.42,4.39,2.69,1310
3,0,2,10,0.35,60.2,57.0,4.61,4.56,2.76,827
4,2,2,6,0.73,61.4,56.0,5.81,5.86,3.58,2879
4,4,2,1,0.7,59.2,59.0,5.79,5.86,3.45,2018
2,5,5,12,1.02,60.8,57.0,6.42,6.5,3.93,4281
2,1,5,4,0.43,62.0,57.0,4.85,4.82,3.0,1048
3,2,2,3,0.73,60.6,59.0,5.81,5.77,3.51,2190
4,1,2,7,0.32,62.2,58.0,4.36,4.39,2.72,561
2,6,5,6,0.7,62.6,57.0,5.64,5.67,3.54,1874
3,4,7,6,1.57,62.1,56.0,7.47,7.43,4.63,12098
2,2,4,8,0.23,61.9,56.0,3.94,3.96,2.44,493
3,0,2,6,0.53,61.0,58.0,5.18,5.22,3.17,1631
1,5,2,9,0.36,63.1,57.0,4.51,4.55,2.86,486
4,1,7,2,0.25,63.1,55.0,3.98,4.04,2.53,526
4,2,6,11,0.33,63.3,57.0,4.44,4.38,2.79,980
4,1,2,1,0.32,63.3,56.0,4.35,4.34,2.75,720
2,3,4,1,0.3,62.3,56.0,4.32,4.29,2.68,776
3,2,2,11,0.32,60.7,62.0,4.43,4.4,2.68,638
2,6,2,5,0.37,61.4,57.0,4.62,4.66,2.85,469
2,1,7,8,0.26,61.3,57.0,4.12,4.15,2.53,733
3,6,4,2,1.37,60.0,62.0,7.24,7.21,4.33,5370
3,6,4,4,0.41,62.1,58.0,4.79,4.75,2.96,830
2,0,6,5,0.32,62.6,57.0,4.34,4.41,2.74,917
4,1,2,3,0.43,63.2,57.0,4.84,4.78,3.04,948
1,2,2,4,0.35,63.1,56.0,4.46,4.51,2.83,583
4,2,7,8,0.23,61.5,56.0,3.95,4.0,2.44,583
2,1,2,1,0.9,61.7,57.0,6.21,6.24,3.84,4940
2,1,2,11,0.7,61.9,55.0,5.74,5.77,3.56,2537
3,1,6,9,0.32,60.8,58.0,4.41,4.38,2.67,1020
4,3,7,7,1.01,59.7,59.0,6.5,6.56,3.9,7226
1,1,4,1,0.7,59.4,61.0,5.79,5.83,3.45,3063
4,1,6,2,0.26,62.9,58.0,4.06,4.08,2.56,599
4,6,3,3,2.1,62.0,62.0,8.17,8.23,5.08,12196
3,3,7,8,0.44,60.9,57.0,4.93,4.89,2.99,1155
0,4,3,12,1.51,66.9,57.0,7.13,7.09,4.75,5919
4,4,6,8,0.3,61.1,61.0,4.27,4.3,2.62,638
2,0,6,9,0.27,61.7,57.0,4.16,4.2,2.58,586
3,2,5,1,1.51,61.9,60.0,7.29,7.25,4.5,12202
3,5,6,3,0.76,58.8,59.0,6.0,5.94,3.51,2790
4,4,5,10,1.23,60.6,59.0,6.89,6.94,4.19,6459
3,5,2,1,2.25,60.1,60.0,8.55,8.51,5.13,18034
3,3,6,4,0.38,61.3,57.0,4.68,4.62,2.85,1064
3,4,4,3,0.33,60.2,62.0,4.47,4.44,2.68,743
2,3,2,9,0.44,61.7,55.0,4.88,4.91,3.02,1032
3,4,3,10,2.51,60.6,61.0,8.88,8.68,5.29,14543
3,0,2,1,0.68,59.8,59.0,5.72,5.66,3.4,1909
1,6,3,8,1.88,57.9,59.0,8.16,8.11,4.71,8048
4,4,5,1,0.52,61.4,55.0,5.19,5.24,3.2,1389
3,0,2,3,0.51,60.1,60.0,5.14,5.18,3.1,1569
4,1,1,4,1.07,58.6,63.0,6.7,6.79,3.95,11475
2,1,2,12,1.58,61.0,57.0,7.55,7.5,4.59,13557
4,1,2,11,1.0,63.4,58.0,6.29,6.26,3.98,4805
3,0,3,2,1.74,61.9,58.0,7.73,7.67,4.77,12052
2,4,4,11,1.26,61.0,57.0,6.97,7.03,4.27,8959
3,5,2,5,1.09,62.0,58.0,6.6,6.56,4.08,4090
2,4,1,4,0.36,61.3,57.0,4.59,4.61,2.82,1163
3,1,5,7,0.71,62.6,58.0,5.72,5.68,3.57,2982
1,5,2,2,1.2,64.4,61.0,6.52,6.59,4.22,5458
3,3,4,10,0.56,61.2,60.0,5.3,5.26,3.23,1915
2,2,3,6,1.01,60.0,57.0,6.55,6.51,3.92,4796
2,2,5,1,0.32,61.5,55.0,4.4,4.44,2.72,660
4,0,3,7,1.51,63.3,58.0,7.25,7.28,4.6,10362
4,3,7,6,0.42,60.4,59.0,4.78,4.82,2.9,1031
3,2,3,2,1.7,60.1,58.0,7.74,7.67,4.63,11322
2,3,5,10,1.07,61.9,55.0,6.55,6.57,4.06,7275
3,0,5,7,0.56,61.5,58.0,5.28,5.33,3.26,1910
3,3,4,9,0.5,60.3,60.0,5.1,5.08,3.07,1629
4,6,5,10,0.71,60.1,61.0,5.77,5.82,3.48,1869
4,3,2,4,0.7,62.8,56.0,5.64,5.66,3.55,2304
2,3,4,0,0.5,62.0,55.0,5.05,5.11,3.15,1624
4,2,5,3,0.5,62.8,56.0,5.05,5.07,3.18,1436
1,1,6,9,0.25,61.3,61.0,4.04,4.08,2.49,575
0,0,6,3,0.32,62.4,61.0,4.38,4.44,2.75,875
4,0,3,11,0.75,63.1,58.0,5.78,5.73,3.63,2782
4,1,3,3,0.91,62.8,59.0,6.13,6.16,3.86,3968
2,0,2,1,0.42,61.7,56.0,4.79,4.83,2.97,810
3,1,3,1,0.51,59.5,60.0,5.25,5.17,3.1,1294
2,6,7,10,1.54,62.8,58.0,7.32,7.37,4.61,9171
2,4,2,12,0.31,61.3,55.0,4.35,4.39,2.68,421
2,1,6,10,0.33,61.7,56.0,4.42,4.46,2.74,984
4,4,2,12,1.02,63.2,57.0,6.44,6.38,4.05,4688
4,0,5,0,1.01,60.6,56.0,6.45,6.51,3.93,7001
2,1,2,5,0.8,61.9,55.0,5.94,5.98,3.69,4125
2,3,3,9,1.04,62.0,57.0,6.6,6.53,4.07,4277
2,1,3,3,1.02,62.6,54.6,6.4,6.44,4.02,4983
4,3,4,3,1.12,62.2,59.0,6.58,6.61,4.1,7687
2,0,7,3,0.26,62.5,56.0,4.11,4.08,2.56,769
2,1,4,12,0.32,61.4,55.0,4.42,4.44,2.72,713
2,0,2,0,0.31,62.3,55.0,4.33,4.34,2.7,541
3,2,7,2,1.01,61.8,59.0,6.46,6.42,3.98,8319
4,3,6,7,0.3,62.6,62.0,4.21,4.26,2.65,737
2,2,6,4,0.36,61.5,54.0,4.59,4.62,2.83,1021
3,3,3,3,1.02,61.7,58.0,6.46,6.41,3.97,3027
2,2,2,4,1.13,59.7,57.0,6.82,6.79,4.06,5342
3,0,6,5,0.41,62.2,58.0,4.77,4.71,2.95,1413
2,1,5,11,0.55,61.4,56.0,5.32,5.26,3.25,1792
3,5,4,8,1.3,62.2,59.0,6.91,6.97,4.32,6806
2,3,7,7,0.5,62.9,57.0,5.11,5.04,3.19,1935
2,1,5,8,0.42,61.6,57.0,4.79,4.82,2.96,908
4,5,3,2,1.01,63.1,54.0,6.39,6.35,4.02,3818
3,3,4,6,0.5,62.5,58.0,5.11,5.07,3.18,1746
3,4,3,6,2.41,58.7,61.0,8.85,8.76,5.17,15248
0,6,0,5,0.99,62.9,58.0,6.33,6.1,3.91,1901
2,1,2,6,0.39,60.6,57.0,4.75,4.79,2.89,677
4,0,2,1,0.32,63.1,57.0,4.38,4.37,2.76,756
3,0,5,5,0.5,61.1,58.0,5.09,5.12,3.12,1752
4,5,5,6,0.31,61.6,56.0,4.36,4.39,2.69,468
1,1,2,3,0.51,63.5,54.0,5.07,5.1,3.23,1343
4,1,3,7,0.45,63.2,54.0,4.94,4.82,3.09,731
2,0,1,8,0.53,61.5,54.0,5.27,5.21,3.22,3517
2,4,1,11,0.57,61.0,57.0,5.35,5.38,3.27,2210
3,1,5,11,0.5,58.6,60.0,5.21,5.16,3.04,1654
4,4,5,0,1.2,63.2,54.0,6.73,6.78,4.27,6423
4,4,7,3,0.91,63.6,56.0,6.11,6.13,3.89,4143
2,5,5,3,0.71,61.5,55.0,5.76,5.78,3.55,2878
3,4,3,11,1.1,62.6,57.0,6.6,6.56,4.12,4558
0,5,0,10,1.5,66.1,57.0,7.12,7.04,4.68,4704
2,3,5,10,0.31,61.7,57.0,4.33,4.36,2.68,544
4,2,6,3,0.24,63.5,54.0,3.92,3.96,2.5,485
2,3,7,0,0.51,61.6,56.0,5.12,5.17,3.17,1875
2,1,7,7,0.38,61.9,57.0,4.65,4.63,2.87,1176
2,0,2,1,0.42,61.9,57.0,4.77,4.82,2.97,810
4,2,3,5,0.34,60.0,62.0,4.51,4.55,2.72,447
2,1,6,7,1.02,61.4,57.0,6.39,6.47,3.95,11028
3,4,3,1,0.33,61.2,57.0,4.49,4.43,2.73,520
2,3,7,9,0.3,61.1,57.0,4.35,4.32,2.65,878
1,2,3,5,0.9,64.2,62.0,6.08,6.0,3.88,2964
2,1,6,3,0.38,61.8,56.0,4.67,4.62,2.87,1211
3,3,4,2,1.2,62.4,59.0,6.73,6.69,4.19,8056
3,6,2,2,0.79,59.1,57.0,6.08,6.06,3.59,2199
2,3,7,12,1.23,61.0,55.0,6.95,6.93,4.23,9698
2,1,6,6,0.52,61.8,55.0,5.19,5.2,3.21,3097
2,3,2,12,1.01,61.8,55.0,6.46,6.43,3.98,5141
4,1,3,6,0.4,62.9,58.0,4.7,4.74,2.97,666
4,1,2,3,0.4,63.0,57.0,4.65,4.68,2.94,687
3,4,2,1,1.4,60.5,60.0,7.22,7.16,4.35,8624
2,2,1,6,0.3,61.1,57.0,4.39,4.35,2.67,1013
2,4,4,3,0.3,62.4,55.0,4.32,4.34,2.7,545
4,6,2,2,0.71,59.2,58.0,5.86,5.9,3.48,1932
2,4,3,7,1.01,61.1,56.0,6.44,6.48,3.95,4693
3,2,3,9,1.05,60.4,57.0,6.61,6.54,3.97,4354
2,2,6,12,0.4,61.3,56.0,4.76,4.73,2.91,1323
1,4,2,5,1.14,62.8,58.0,6.62,6.67,4.17,5487
3,4,3,9,1.13,61.1,59.0,6.73,6.65,4.09,4619
2,2,6,0,0.4,61.7,55.0,4.77,4.79,2.95,1168
2,6,3,9,1.2,63.3,54.0,6.78,6.72,4.27,4744
1,3,7,3,1.01,62.4,61.0,6.34,6.38,3.97,7137
2,4,7,12,0.31,61.5,56.0,4.37,4.35,2.68,802
4,3,7,6,0.29,60.9,57.0,4.28,4.32,2.61,541
1,0,3,11,0.32,63.4,56.0,4.36,4.38,2.77,477
4,2,2,3,0.71,59.0,61.0,5.84,5.88,3.46,2505
2,2,3,12,2.02,62.7,57.0,8.07,7.93,5.03,13453
3,4,5,12,1.5,60.6,61.0,7.34,7.31,4.44,10668
2,3,7,11,1.54,62.5,57.0,7.3,7.36,4.58,15059
1,2,0,10,0.75,64.0,59.0,5.78,5.62,3.66,1013
2,4,2,11,0.5,62.5,57.0,5.06,5.08,3.17,1140
2,5,7,3,0.5,61.2,56.0,5.13,5.16,3.15,1367
2,5,2,5,0.71,62.0,54.0,5.72,5.75,3.55,2319
2,3,4,1,0.51,61.4,54.0,5.15,5.18,3.17,1599
2,3,5,3,1.01,61.7,57.0,6.48,6.45,3.99,5995
3,4,5,10,1.01,61.3,59.0,6.44,6.48,3.96,4959
2,1,5,10,0.51,62.6,55.0,5.08,5.11,3.19,1656
0,4,4,9,0.5,66.3,55.0,4.86,4.91,3.24,1136
3,3,2,4,1.53,61.7,59.0,7.4,7.31,4.54,9747
4,0,2,7,1.14,62.7,59.0,6.64,6.67,4.17,6464
4,2,2,12,0.96,62.1,62.0,6.24,6.32,3.9,4755
2,4,7,3,0.27,62.2,56.0,4.15,4.18,2.59,527
3,3,3,12,0.49,59.4,60.0,5.17,5.14,3.06,1084
2,3,1,11,0.31,61.9,53.0,4.36,4.39,2.71,891
3,4,4,5,0.32,62.3,58.0,4.34,4.39,2.72,561
3,4,0,0,2.77,62.6,62.0,8.93,8.83,5.56,10424
4,3,2,1,0.41,62.4,56.0,4.75,4.77,2.97,698
3,2,4,5,0.3,59.8,60.0,4.39,4.31,2.6,799
2,4,1,0,0.3,62.3,54.0,4.34,4.36,2.71,764
2,3,4,7,1.27,61.2,57.0,6.97,6.98,4.27,11206
4,1,2,12,0.9,62.8,58.0,6.09,6.13,3.84,4760
2,2,5,12,0.5,62.7,57.0,5.08,5.1,3.19,1436
2,4,4,11,1.19,62.1,54.0,6.8,6.83,4.23,7181
2,1,5,6,0.32,61.9,55.0,4.43,4.42,2.74,900
3,2,3,8,1.23,59.9,58.0,7.02,6.96,4.19,5841
4,2,4,6,0.38,62.8,56.0,4.59,4.64,2.9,933
4,4,3,5,1.19,63.4,58.0,6.79,6.76,4.29,4558
2,1,2,2,0.42,62.3,57.0,4.8,4.76,2.98,992
2,6,4,11,0.41,62.2,54.5,4.75,4.76,2.96,674
0,1,2,12,0.64,59.5,64.0,5.65,5.39,3.31,1733
1,0,3,1,0.32,63.7,56.0,4.34,4.33,2.76,612
2,2,3,9,1.04,62.1,57.0,6.46,6.48,4.02,4668
4,4,5,3,0.92,63.1,57.0,6.2,6.17,3.9,4173
2,0,4,0,1.03,61.5,57.0,6.48,6.52,4.0,8742
3,0,2,10,0.59,62.8,57.0,5.38,5.32,3.36,1835
3,2,2,3,0.42,62.9,57.0,4.77,4.73,2.99,992
4,1,5,10,0.51,63.1,57.0,5.12,5.08,3.22,1662
2,0,5,1,0.35,61.6,56.0,4.56,4.53,2.8,1063
2,1,6,8,0.32,62.2,55.0,4.41,4.37,2.73,1061
2,3,5,10,0.3,61.9,57.0,4.26,4.3,2.65,984
3,3,5,2,0.33,61.3,59.0,4.46,4.44,2.73,743
2,4,4,6,0.9,62.1,56.0,6.15,6.2,3.83,5013
4,2,4,1,0.81,62.7,56.0,5.92,5.98,3.73,3689
4,2,2,10,0.78,62.4,58.0,5.83,5.86,3.65,3045
2,5,5,8,0.32,62.5,55.0,4.4,4.37,2.74,576
4,1,7,12,0.55,60.4,56.0,5.36,5.38,3.24,2399
2,5,6,3,1.06,60.2,57.0,6.62,6.66,4.0,6945
2,3,2,7,0.56,62.9,56.0,5.27,5.25,3.31,1345
3,0,3,10,0.72,59.1,58.0,5.88,5.83,3.46,2043
4,2,2,10,1.01,62.4,60.0,6.35,6.4,3.98,5078
3,5,3,0,1.53,62.7,62.0,7.41,7.23,4.59,7389
3,6,2,8,2.38,62.4,58.0,8.54,8.46,5.31,12364
3,1,2,7,1.7,62.3,57.0,7.68,7.6,4.76,15662
0,6,3,9,1.21,64.6,59.0,6.74,6.64,4.32,3984
4,0,7,7,0.23,58.5,62.0,4.04,4.06,2.37,472
4,4,4,9,0.7,63.3,59.0,5.62,5.66,3.57,2484
2,4,5,3,1.1,62.6,57.0,6.61,6.56,4.12,4048
3,2,6,8,0.7,61.6,59.0,5.71,5.76,3.53,3504
2,3,7,5,1.19,60.7,57.0,6.8,6.85,4.14,9587
4,4,2,1,1.13,63.3,56.0,6.65,6.62,4.2,4689
2,4,2,0,0.3,62.0,58.0,4.25,4.33,2.66,407
2,4,5,11,0.7,61.5,56.0,5.71,5.73,3.52,3038
2,0,4,12,0.78,62.2,57.0,5.86,5.9,3.66,4350
2,5,5,2,0.78,61.2,58.0,5.88,5.92,3.61,2652
1,0,3,8,0.92,57.8,63.0,6.36,6.4,3.69,3335
4,6,3,7,2.01,63.3,56.0,7.86,7.96,5.01,10490
3,1,3,9,1.4,62.4,57.0,7.17,7.12,4.46,6147
3,0,4,3,0.7,61.6,60.0,5.63,5.6,3.46,3229
0,5,0,9,1.5,69.7,56.0,6.94,6.9,4.82,4704
1,2,2,8,0.77,63.2,57.0,5.82,5.85,3.69,2642
3,4,3,1,1.1,58.9,57.0,6.86,6.82,4.03,4497
2,1,4,10,0.36,61.8,55.0,4.58,4.61,2.84,835
2,4,6,10,0.41,61.4,56.0,4.8,4.77,2.94,1115
2,3,2,3,0.57,62.1,56.0,5.28,5.32,3.29,1384
3,0,5,1,0.3,60.6,59.0,4.28,4.36,2.62,710
1,1,5,11,0.9,63.7,58.0,6.06,6.09,3.87,3948
2,5,2,3,0.54,61.7,56.0,5.25,5.29,3.25,1114
4,1,5,10,1.0,62.6,60.0,6.35,6.4,3.99,6518
1,4,2,1,0.54,63.3,57.0,5.15,5.22,3.28,1154
3,4,3,12,0.44,59.3,60.0,5.01,4.98,2.96,759
3,6,3,8,1.13,59.7,59.0,6.85,6.76,4.06,4093
2,1,7,5,0.38,61.9,57.0,4.63,4.65,2.87,1100
3,4,2,8,0.96,62.7,58.0,6.27,6.24,3.92,3768
2,2,2,1,1.05,61.8,57.0,6.54,6.51,4.03,4816
2,3,2,10,1.52,63.0,55.0,7.31,7.38,4.63,11510
2,2,4,0,0.41,61.8,56.0,4.75,4.79,2.95,1007
2,6,1,12,0.3,61.5,56.0,4.32,4.33,2.66,489
4,5,4,0,0.4,61.7,57.0,4.71,4.73,2.91,741
1,0,4,6,0.7,60.4,63.0,5.68,5.74,3.45,3193
4,5,3,9,1.61,60.9,63.0,7.54,7.5,4.58,7775
4,4,3,12,1.7,63.5,58.0,7.5,7.43,4.74,7235
2,2,4,4,0.3,61.5,55.0,4.33,4.35,2.67,587
2,3,1,2,0.33,62.7,56.0,4.39,4.44,2.77,861
2,0,4,10,0.44,62.3,55.0,4.88,4.85,3.03,1294
4,3,5,10,0.56,63.4,58.0,5.23,5.28,3.33,1590
3,1,3,8,0.57,61.0,60.0,5.36,5.32,3.26,1320
4,1,0,0,1.18,62.5,58.0,6.62,6.75,4.18,3894
4,4,2,3,0.3,62.9,58.0,4.24,4.28,2.68,432
3,3,3,2,0.7,62.0,60.0,5.7,5.62,3.51,2087
2,3,6,7,0.32,61.1,53.0,4.44,4.4,2.7,1080
3,0,2,10,0.9,62.7,56.0,6.16,6.12,3.85,4304
4,2,2,0,1.01,59.8,59.0,6.39,6.43,3.83,4890
1,4,2,4,0.31,63.6,57.0,4.28,4.31,2.73,435
4,1,2,5,1.0,61.9,62.0,6.34,6.4,3.94,4864
2,3,1,3,0.31,61.8,55.0,4.35,4.39,2.7,891
2,0,2,1,0.71,60.6,56.0,5.78,5.81,3.51,3674
0,0,2,1,1.0,66.3,58.0,6.15,6.04,4.04,4704
1,6,2,7,1.11,63.6,58.0,6.57,6.48,4.15,3916
2,3,1,10,0.32,61.0,56.0,4.41,4.44,2.7,918
3,4,2,6,1.09,61.6,57.0,6.63,6.59,4.07,5219
2,5,5,2,0.83,62.9,56.0,5.98,5.94,3.75,2201
2,6,2,11,1.09,62.7,57.0,6.53,6.59,4.11,4465
2,3,3,5,0.58,61.5,55.0,5.38,5.42,3.32,1276
4,2,0,4,1.14,61.3,55.8,6.74,6.76,4.13,4050
3,3,2,3,0.52,62.7,58.0,5.13,5.07,3.2,1249
2,2,7,8,0.4,61.5,59.0,4.75,4.81,2.94,1015
4,2,5,2,0.32,59.5,61.0,4.42,4.46,2.64,645
2,3,5,3,1.09,62.8,57.0,6.54,6.58,4.12,7292
4,3,2,9,2.0,61.8,61.0,8.0,8.09,4.97,18524
2,2,4,1,0.32,61.6,57.0,4.39,4.42,2.71,716
1,2,5,1,0.71,63.0,59.0,5.59,5.65,3.54,2320
0,6,4,2,0.9,65.4,60.0,6.02,5.93,3.91,2964
0,4,4,4,0.7,65.8,56.0,5.54,5.49,3.63,2415
2,5,3,9,1.22,61.3,57.0,6.91,6.85,4.22,5226
4,6,2,6,2.51,63.8,55.0,8.51,8.6,5.46,16842
2,4,6,9,0.55,62.4,56.0,5.21,5.24,3.26,1845
1,6,2,10,0.83,63.8,58.0,5.95,5.97,3.8,2195
1,3,4,7,0.51,63.4,57.0,5.04,5.08,3.21,1590
4,0,5,6,0.5,62.8,58.0,5.03,5.07,3.17,1752
2,2,2,10,0.39,61.8,57.0,4.68,4.73,2.91,697
2,1,5,0,0.4,61.1,56.0,4.75,4.77,2.91,912
2,3,1,8,0.41,61.5,57.0,4.78,4.82,2.95,1269
2,5,6,1,0.47,61.6,55.0,4.99,5.01,3.08,1365
2,4,4,1,1.8,62.3,56.0,7.76,7.79,4.84,14968
3,0,4,7,0.7,62.5,60.0,5.67,5.62,3.53,3410
2,1,2,4,1.01,61.1,55.0,6.47,6.52,3.97,6132
2,5,2,7,1.06,61.2,56.0,6.6,6.57,4.03,4749
2,0,5,10,0.31,61.5,56.0,4.37,4.41,2.7,734
4,1,5,2,0.41,63.3,56.0,4.71,4.74,2.99,910
4,3,3,12,2.0,63.5,55.0,8.03,7.93,5.07,15485
1,4,3,9,0.7,63.6,54.0,5.67,5.62,3.59,1999
2,3,5,2,1.7,61.3,57.0,7.67,7.6,4.68,15941
4,3,2,3,0.59,59.3,58.0,5.45,5.51,3.25,1555
3,5,5,10,1.7,60.7,59.0,7.63,7.7,4.65,11519
2,3,4,3,1.14,61.7,56.0,6.67,6.71,4.13,9090
4,3,4,0,1.01,63.2,58.0,6.38,6.34,4.02,6618
3,4,5,2,1.51,62.8,60.0,7.28,7.25,4.56,11268
2,3,1,5,0.35,62.6,57.0,4.51,4.53,2.82,979
2,1,7,10,0.33,61.0,54.0,4.52,4.49,2.75,950
2,0,7,8,0.5,60.7,57.0,5.2,5.15,3.14,2376
2,2,4,0,0.34,61.1,57.0,4.51,4.55,2.77,692
2,3,3,3,1.01,61.7,56.0,6.47,6.43,3.98,4260
4,4,2,2,1.03,61.4,57.0,6.45,6.54,3.99,4879
2,1,6,5,0.38,62.4,56.0,4.67,4.64,2.9,1327
4,4,4,12,0.4,63.4,58.0,4.74,4.66,2.98,1007
3,1,3,10,0.9,60.4,59.0,6.21,6.24,3.76,3924
2,1,4,1,0.4,62.5,55.0,4.67,4.71,2.93,947
1,1,5,1,0.91,63.1,58.0,6.13,6.19,3.89,4345
3,4,3,5,1.21,60.0,61.0,6.88,6.79,4.1,5082
4,1,5,3,1.23,58.9,59.0,6.98,7.05,4.13,9193
2,3,5,3,0.31,62.9,57.0,4.34,4.31,2.72,698
2,4,2,1,1.51,62.7,56.0,7.32,7.38,4.61,9694
4,1,5,7,0.3,62.4,56.0,4.25,4.28,2.66,658
2,4,4,6,0.26,61.9,55.0,4.1,4.13,2.55,448
3,2,5,10,0.8,61.6,58.0,5.98,6.03,3.7,3429
3,4,4,4,1.25,62.0,59.0,6.88,6.84,4.25,8099
